0.744522097902 0.925532661792 0.085460819633 0.0358
0.597021870900 0.628803132197 0.199042974195 0.05856
0.442800410506 0.222588392416 0.619760620582 0.09504
0.986775942293 0.785128329488 0.917435295815 0.09266
0.208357046446 0.079854321738 0.255184461233 0.01634
0.611128468665 0.407686973701 0.546096614432 0.03314
0.885224117488 0.585954520946 0.378368303270 0.0624
0.174578315579 0.150600138003 0.869482648086 0.07918
0.032827184387 0.375911099635 0.739583560261 0.1326
0.318901228653 0.869881970708 0.448088399340 0.07244
